"tweet_id","dataset","major","minor","tokens_n"
"1004844666527928321","leg_follower","0","0","8"
"997852420481912832","leg_follower","0","0","15"
"982519572455612416","leg_follower","0","0","9"
"954906428384391170","leg_follower","9","900","15"
"972259767279382529","leg_follower","0","0","7"
"994603815897837573","leg_follower","0","0","4"
"959879073404203008","leg_follower","0","0","20"
"976178946663436289","leg_follower","25","2500","16"
"966220810653331457","leg_follower","0","0","24"
"997650479877255168","leg_follower","0","0","12"
"976104682161606656","leg_follower","0","0","8"
"984124859230769152","leg_follower","0","0","22"
"978439301561245697","leg_follower","0","0","9"
"964318257703542784","leg_follower","0","0","14"
"951458013336035328","leg_follower","20","2012","16"
"978775796847439872","leg_follower","0","0","5"
"965970989740888064","leg_follower","0","0","7"
"975918098283888641","leg_follower","0","0","11"
"957079830473904128","leg_follower","0","0","21"
"976187107558461445","leg_follower","0","0","32"
"948802270677946368","leg_follower","0","0","14"
"964243559212822529","leg_follower","12","1203","22"
"974462606760185857","leg_follower","0","0","6"
"984797137463627776","leg_follower","0","0","5"
"968535213675511808","leg_follower","0","0","5"
"956035945953931264","leg_follower","0","0","9"
"967410656789090304","leg_follower","0","0","15"
"982674079873302529","leg_follower","0","0","14"
"956326429674889216","leg_follower","0","0","7"
"983365896981884929","leg_follower","0","0","10"
"979069940992040962","leg_follower","20","2002","11"
"985189857499676675","leg_follower","0","0","6"
"970232715411902464","leg_follower","0","0","14"
"996959513201729541","leg_follower","0","0","19"
"9.54518E+17","leg_follower","0","0","4"
"979900824980606976","leg_follower","0","0","7"
"966354366667030528","leg_follower","0","0","7"
"1002917904319418369","leg_follower","0","0","16"
"958011976990408704","leg_follower","20","2002","21"
"958368359317319681","leg_follower","15","1501","20"
"986220115338375169","leg_follower","0","0","8"
"971897158495621122","leg_follower","0","0","15"
"957105830284886016","leg_follower","0","0","12"
"986440127961542657","leg_follower","19","1921","14"
"968517603126861825","leg_follower","17","1709","16"
"986708354973224961","leg_follower","0","0","8"
"996340903013965825","leg_follower","19","1921","15"
"958534597746114560","leg_follower","0","0","10"
"950086282394431488","leg_follower","0","0","18"
"999489261417127938","leg_follower","0","0","4"
"961036062306029568","leg_follower","0","0","10"
"970750711960100866","leg_follower","0","0","16"
"975076727452942336","leg_follower","0","0","8"
"958102678906785794","leg_follower","0","0","11"
"953451292646617088","leg_follower","0","0","12"
"988239234149609473","leg_follower","0","0","7"
"986001549515198465","leg_follower","0","0","9"
"998362800148791297","leg_follower","0","0","16"
"954565163033776128","leg_follower","0","0","6"
"965617466230571009","leg_follower","0","0","10"
"975059633176899584","leg_follower","0","0","10"
"975737529595985920","leg_follower","0","0","19"
"973749732286844928","leg_follower","0","0","11"
"981121020127076352","leg_follower","0","0","19"
"970383160318939136","leg_follower","0","0","12"
"955495625478623232","leg_follower","12","1208","14"
"982411631660498944","leg_follower","0","0","18"
"957985623645868033","leg_follower","9","900","14"
"979848429944754177","leg_follower","0","0","13"
"998087206744068096","leg_follower","0","0","17"
"956695770673045504","leg_follower","0","0","25"
"984467477361975297","leg_follower","25","2500","11"
"992237734117986304","leg_follower","0","0","4"
"976331704871899141","leg_follower","0","0","11"
"978264695235850240","leg_follower","0","0","12"
"991909741331910656","leg_follower","3","333","19"
"995538791510216704","leg_follower","0","0","7"
"995149734582063104","leg_follower","0","0","14"
"984069728040837120","leg_follower","0","0","5"
"963063601450778624","leg_follower","0","0","12"
"972199594489675776","leg_follower","6","602","10"
"996876827351273473","leg_follower","0","0","17"
"977673901827330048","leg_follower","0","0","12"
"991368439305392128","leg_follower","0","0","13"
"986780017488224258","leg_follower","20","2005","11"
"963226643178442753","leg_follower","2","202","10"
"948390515548082177","leg_follower","0","0","15"
"971099343431364608","leg_follower","0","0","8"
"980939353286352897","leg_follower","0","0","15"
"983020718769213440","leg_follower","0","0","5"
"999784648153673728","leg_follower","6","602","11"
"975645337149845505","leg_follower","0","0","10"
"974507078277459975","leg_follower","0","0","8"
"984778706894794752","leg_follower","0","0","8"
"976254137137377280","leg_follower","0","0","17"
"1000871629503725568","leg_follower","0","0","12"
"953485742268977153","leg_follower","0","0","9"
"987828043883294720","leg_follower","0","0","14"
"997170855007477761","leg_follower","0","0","6"
"993901957701136386","leg_follower","0","0","21"
"951609649802960899","leg_follower","0","0","17"
"980959012861743105","leg_follower","9","900","12"
"991427857380495360","leg_follower","0","0","11"
"994110222066225152","leg_follower","0","0","16"
"954973110561853441","leg_follower","0","0","20"
"967503089681903616","leg_follower","24","2400","29"
"990974509204336646","leg_follower","0","0","6"
"962333980623364096","leg_follower","0","0","6"
"965859291394699266","leg_follower","0","0","12"
"1000203013116518401","leg_follower","0","0","7"
"955973725056204800","leg_follower","18","1802","11"
"952186842404732928","leg_follower","0","0","20"
"974052361235849220","leg_follower","0","0","14"
"978451214865256448","leg_follower","20","2002","16"
"983724195522719745","leg_follower","0","0","21"
"994252424771649537","leg_follower","2","202","25"
"994069871033044992","leg_follower","19","1921","13"
"953464739526594560","leg_follower","0","0","21"
"991125968772370432","leg_follower","0","0","24"
"999843272616013824","leg_follower","0","0","5"
"980205538452520960","leg_follower","0","0","21"
"995758924702932994","leg_follower","0","0","8"
"950703561343725570","leg_follower","0","0","13"
"962751820589301760","leg_follower","0","0","14"
"952246933074186241","leg_follower","16","1608","20"
"995426613344047106","leg_follower","0","0","7"
"973001287653642240","leg_follower","24","2400","22"
"964328067152990209","leg_follower","0","0","20"
"981479605935714304","leg_follower","0","0","17"
"958531203727945728","leg_follower","0","0","6"
"994941708717699078","leg_follower","9","900","14"
"982275668976156672","leg_follower","0","0","8"
"952115270922878976","leg_follower","0","0","5"
"989802631336988672","leg_follower","0","0","8"
"962887988157050881","leg_follower","0","0","9"
"983892120435032064","leg_follower","0","0","12"
"972975673244610560","leg_follower","0","0","25"
"971468187035463680","leg_follower","0","0","15"
"956123331773763585","leg_follower","16","1617","13"
"983990763452321792","leg_follower","0","0","19"
"990879515013500928","leg_follower","0","0","14"
"998886384852131840","leg_follower","0","0","13"
"986576543815258114","leg_follower","0","0","7"
"993378856529637377","leg_follower","20","2002","14"
"988827212169252864","leg_follower","0","0","11"
"987949358300712960","leg_follower","0","0","17"
"992000767908171777","leg_follower","0","0","5"
"981806897115336704","leg_follower","0","0","21"
"994395256094412801","leg_follower","19","1921","16"
"980676126715580416","leg_follower","0","0","24"
"975190566777606145","leg_follower","0","0","5"
"989170826657218561","leg_follower","0","0","7"
"960200541396545537","leg_follower","0","0","5"
"972292610399326208","leg_follower","0","0","9"
"982385142999076865","leg_follower","9","900","19"
"985376405901934593","leg_follower","0","0","7"
"1000204417566760960","leg_follower","0","0","21"
"974612724293488641","leg_follower","0","0","9"
"998886279893823488","leg_follower","0","0","11"
"948492882054234113","leg_follower","0","0","16"
"982583738268815360","leg_follower","0","0","5"
"969199385790898177","leg_follower","0","0","15"
"978876701940862978","leg_follower","0","0","18"
"976945797496373248","leg_follower","0","0","15"
"956017550583791616","leg_follower","0","0","11"
"982785152542826496","leg_follower","0","0","5"
"990401529579560960","leg_follower","0","0","18"
"976469401716260864","leg_follower","0","0","24"
"966684511424491522","leg_follower","0","0","16"
"968950664335212544","leg_follower","0","0","9"
"974254898538795008","leg_follower","0","0","11"
"975362840059109378","leg_follower","0","0","5"
"960769419524890624","leg_follower","0","0","9"
"952905785914380288","leg_follower","0","0","20"
"982621574422446080","leg_follower","0","0","9"
"979777247824502784","leg_follower","0","0","30"
"996141046957592576","leg_follower","3","342","11"
"978970722478407680","leg_follower","0","0","12"
"976878701475491840","leg_follower","0","0","20"
"979030188209070080","leg_follower","0","0","17"
"998559503669911558","leg_follower","16","1603","15"
"987378694535696384","leg_follower","0","0","16"
"964512964739911680","leg_follower","19","1921","20"
"957075143783727109","leg_follower","0","0","7"
"950732358818418689","leg_follower","0","0","8"
"968687293660893184","leg_follower","9","900","23"
"998439796627333120","leg_follower","0","0","13"
"972616645238841344","leg_follower","0","0","11"
"986307074291326979","leg_follower","0","0","4"
"961222234286247937","leg_follower","0","0","4"
"996905977420099586","leg_follower","0","0","14"
"990576029180850178","leg_follower","0","0","13"
"951895098773594112","leg_follower","20","2012","8"
"995282752785313792","leg_follower","0","0","12"
"984799122925514753","leg_follower","0","0","10"
"994273287684358144","leg_follower","0","0","6"
"966704423392153603","leg_follower","18","1802","15"
"969623601665200128","leg_follower","2","201","22"
"999802306827767810","leg_follower","0","0","12"
"953734684009287680","leg_follower","0","0","9"
"994285673052962816","leg_follower","0","0","20"
"955884039105339394","leg_follower","0","0","5"
"999915981936910336","leg_follower","25","2502","15"
"987680054179135493","leg_follower","0","0","24"
"948433197557272576","leg_follower","0","0","5"
"950414433385410560","leg_follower","0","0","14"
"1000395183253532675","leg_follower","0","0","9"
"980626794247225345","leg_follower","0","0","13"
"948269161213497345","leg_follower","0","0","7"
"987750856782172160","leg_follower","0","0","21"
"950118617445814272","leg_follower","0","0","15"
"983744166214676480","leg_follower","0","0","7"
"993649920992202752","leg_follower","0","0","9"
"989907616007639040","leg_follower","0","0","9"
"967811264599662592","leg_follower","17","1709","8"
"968649606618894336","leg_follower","0","0","4"
"993227049040011264","leg_follower","19","1921","11"
"962843470888079360","leg_follower","0","0","13"
"996827016036016128","leg_follower","0","0","9"
"971328818932797443","leg_follower","0","0","11"
"954516718361153537","leg_follower","0","0","9"
"990470267137740800","leg_follower","0","0","19"
"964178702404870144","leg_follower","0","0","21"
"976284487989407744","leg_follower","20","2012","10"
"961416659876663297","leg_follower","0","0","10"
"1000055264471592963","leg_follower","0","0","13"
"981937989809876992","leg_follower","0","0","24"
"960724852410785792","leg_follower","0","0","19"
"963102288565997570","leg_follower","0","0","19"
"968999382044508165","leg_follower","0","0","16"
"985131357369225216","leg_follower","20","2002","9"
"990038006626160640","leg_follower","0","0","14"
"996208420976984064","leg_follower","0","0","24"
"954407525012725761","leg_follower","0","0","17"
"985208780865589249","leg_follower","0","0","15"
"969762365758521345","leg_follower","0","0","10"
"990736146354311168","leg_follower","0","0","12"
"998839189994115073","leg_follower","0","0","11"
"969721350456795139","leg_follower","25","2500","18"
"985536087928918021","leg_follower","0","0","4"
"994814749375451138","leg_follower","0","0","25"
"984609027731501056","leg_follower","0","0","26"
"974003306229059591","leg_follower","0","0","17"
"962805005060161536","leg_follower","0","0","17"
"955586915801104385","leg_follower","0","0","18"
"949849985637642240","leg_follower","0","0","8"
"997251966773481472","leg_follower","0","0","12"
"988270208950431744","leg_follower","0","0","8"
"987082132274208768","leg_follower","0","0","11"
"971822424290455554","leg_follower","0","0","8"
"965427279332601858","leg_follower","0","0","27"
"982360187976609793","leg_follower","0","0","17"
"994420046884753409","leg_follower","0","0","7"
"966140729662648320","leg_follower","20","2012","21"
"988576832135065601","leg_follower","0","0","8"
"991305726042820609","leg_follower","19","1921","8"
"973728344834486272","leg_follower","0","0","14"
"995932672936546304","leg_follower","0","0","8"
"983536737728122880","leg_follower","0","0","11"
"972652120087375873","leg_follower","0","0","7"
"986367381520789504","leg_follower","0","0","5"
"1001809070393843712","leg_follower","0","0","5"
"1001928384941879298","leg_follower","0","0","9"
"977955722666348544","leg_follower","25","2500","20"
"990464593767084032","leg_follower","0","0","19"
"960655438134915072","leg_follower","0","0","13"
"973605773308841986","leg_follower","0","0","5"
"956198970325422081","leg_follower","1","106","17"
"989449490330419202","leg_follower","0","0","11"
"977014113313460224","leg_follower","0","0","8"
"982284242666242048","leg_follower","0","0","4"
"958077282228293633","leg_follower","9","900","9"
"976985742382698496","leg_follower","0","0","19"
"950536373672595457","leg_follower","0","0","12"
"983583536786456576","leg_follower","0","0","17"
"948157495008251904","leg_follower","0","0","15"
"958165953447190531","leg_follower","0","0","13"
"971761280766836737","leg_follower","6","602","13"
"959035285735690241","leg_follower","19","1910","11"
"992284892770615296","leg_follower","0","0","9"
"960002012434886656","leg_follower","0","0","13"
"967623712760586240","leg_follower","0","0","8"
"990413527604064256","leg_follower","0","0","9"
"989359080199393281","leg_follower","0","0","11"
"963935677019648005","leg_follower","25","2500","9"
"985319449178836994","leg_follower","0","0","6"
"986506150806880256","leg_follower","0","0","11"
"1000240617887236096","leg_follower","0","0","8"
"999448144667607040","leg_follower","0","0","10"
"955517742114918401","leg_follower","0","0","7"
"967498537926668288","leg_follower","0","0","10"
"998743184103657472","leg_follower","0","0","13"
"961607675829215232","leg_follower","10","1001","9"
"975065430090919936","leg_follower","0","0","11"
"994887790700658688","leg_follower","0","0","17"
"1001112719049797633","leg_follower","0","0","17"
"954201696581890055","leg_follower","20","2002","8"
"982726382160506880","leg_follower","0","0","11"
"979866327396515840","leg_follower","0","0","13"
"979356983533953024","leg_follower","0","0","8"
"996095366301827073","leg_follower","0","0","5"
"961343900857315329","leg_follower","20","2012","12"
"976003894479413248","leg_follower","0","0","23"
"964902545276723200","leg_follower","0","0","6"
"973835715418165250","leg_follower","0","0","27"
"985530287944761344","leg_follower","0","0","22"
"958985670642622464","leg_follower","0","0","12"
"1004009009567944712","leg_follower","0","0","10"
"950914014342598656","leg_follower","0","0","6"
"990597598733066241","leg_follower","0","0","10"
"998499477714558977","leg_follower","25","2501","26"
"976840865724452866","leg_follower","0","0","6"
"973676175125106688","leg_follower","0","0","7"
"962154572444823552","leg_follower","19","1921","13"
"1002072224864587776","leg_follower","0","0","15"
"951522286749831168","leg_follower","0","0","7"
"975335378856103937","leg_follower","0","0","5"
"956871894489329665","leg_follower","20","2012","23"
"968162049502130182","leg_follower","0","0","22"
"961008584896245760","leg_follower","0","0","15"
"994390186929762304","leg_follower","0","0","20"
"974851182438084608","leg_follower","0","0","13"
"965439481548627969","leg_follower","0","0","11"
"976496753930395650","leg_follower","0","0","13"
"997591997098717189","leg_follower","24","2400","14"
"965442287311339520","leg_follower","0","0","14"
"967536440442843137","leg_follower","0","0","10"
"996687431444377600","leg_follower","0","0","11"
"962716362954113024","leg_follower","9","900","12"
"991836561582055426","leg_follower","0","0","9"
"999584619619127296","leg_follower","0","0","18"
"979205250761613312","leg_follower","0","0","16"
"977685939073011712","leg_follower","0","0","12"
"985991487468064768","leg_follower","0","0","7"
"989172054682488833","leg_follower","0","0","14"
"948415458004340737","leg_follower","0","0","7"
"976460479248977920","leg_follower","3","321","11"
"959479841618890755","leg_follower","0","0","6"
"989665172976521216","leg_follower","5","505","23"
"1003052499337703424","leg_follower","2","208","25"
"1000124655309611009","leg_follower","0","0","6"
"997189493294854147","leg_follower","0","0","12"
"949880732528160769","leg_follower","0","0","24"
"994238205988917248","leg_follower","0","0","17"
"969750060761272320","leg_follower","0","0","4"
"996124710353227779","leg_follower","0","0","4"
"950159098061967365","leg_follower","0","0","4"
"961776776723623936","leg_follower","0","0","14"
"979448196933017600","leg_follower","0","0","11"
"998379025172238338","leg_follower","0","0","13"
"968596734971490304","leg_follower","0","0","11"
"999491467679854595","leg_follower","0","0","15"
"951384534393618433","leg_follower","0","0","12"
"1004423612768620544","leg_follower","0","0","20"
"992553229719400448","leg_follower","0","0","9"
"986802934422925312","leg_follower","0","0","5"
"993866745306730497","leg_follower","24","2400","10"
"970064533195812864","leg_follower","0","0","8"
"989562283796910080","leg_follower","2","202","6"
"988180679958511618","leg_follower","0","0","10"
"979569796156198912","leg_follower","24","2400","21"
"980239793354285056","leg_follower","0","0","11"
"990916948321099776","leg_follower","0","0","14"
"994363172445302784","leg_follower","3","301","22"
"978092853728563200","leg_follower","0","0","25"
"982587189908340736","leg_follower","0","0","10"
"970657259515760641","leg_follower","19","1921","15"
"953436946679832576","leg_follower","0","0","26"
"972654945357914112","leg_follower","0","0","15"
"996755926781779971","leg_follower","0","0","8"
"1001029563017846789","leg_follower","0","0","5"
"995648438380388352","leg_follower","15","1520","13"
"1002174049953312770","leg_follower","0","0","19"
"954085149351686144","leg_follower","0","0","18"
"955984763411714048","leg_follower","0","0","14"
"996854131238359046","leg_follower","0","0","12"
"982106123510530048","leg_follower","0","0","16"
"993244948458811392","leg_follower","0","0","6"
"992564672422281217","leg_follower","0","0","7"
"971518072447119361","leg_follower","0","0","25"
"957822327558983680","leg_follower","0","0","21"
"972267108343189504","leg_follower","0","0","4"
"950875572875481088","leg_follower","0","0","4"
"998922774159634432","leg_follower","0","0","5"
"982258915487375360","leg_follower","0","0","7"
"985762099103260672","leg_follower","0","0","14"
"1003777109439832064","leg_follower","0","0","23"
"994403434555170816","leg_follower","0","0","11"
"984546688475062272","leg_follower","15","1501","15"
"980868935405862912","leg_follower","0","0","6"
"1001883102245830656","leg_follower","0","0","26"
"955465787388678146","leg_follower","0","0","8"
"967798805558120448","leg_follower","0","0","23"
"953319892090015750","leg_follower","0","0","10"
"965125975271989248","leg_follower","0","0","5"
"990379173347639296","leg_follower","0","0","7"
"948790814867537920","leg_follower","0","0","14"
"998732651774271488","leg_follower","0","0","4"
"990008776483733504","leg_follower","0","0","13"
"952709682686283776","leg_follower","0","0","9"
"990418745658142720","leg_follower","0","0","15"
"999099852515696640","leg_follower","0","0","11"
"974831773317083137","leg_follower","20","2002","18"
"975695893335871489","leg_follower","0","0","18"
"993307130663985154","leg_follower","0","0","12"
"995855611597348864","leg_follower","0","0","24"
"984222955876921344","leg_follower","0","0","19"
"990679430644281345","leg_follower","0","0","14"
"969233312844787713","leg_follower","0","0","9"
"996476952683966464","leg_follower","0","0","17"
"983404182408482817","leg_follower","0","0","15"
"967393030113251328","leg_follower","0","0","10"
"967121172029730817","leg_follower","8","806","7"
"978268121806049281","leg_follower","0","0","11"
"961840561727483905","leg_follower","0","0","10"
"967435005118091264","leg_follower","0","0","12"
"984594072315850752","leg_follower","0","0","6"
"966840071138705409","leg_follower","0","0","14"
"994773620600791040","leg_follower","24","2400","14"
"991048430167429122","leg_follower","0","0","9"
"998058251005693952","leg_follower","0","0","16"
"981669621047558144","leg_follower","0","0","13"
"966780076225388545","leg_follower","0","0","13"
"984644886761746432","leg_follower","0","0","12"
"991490867717394432","leg_follower","2","201","8"
"969365383768506369","leg_follower","0","0","15"
"960549560593649665","leg_follower","0","0","12"
"988022423638298624","leg_follower","0","0","17"
"957067803818803200","leg_follower","0","0","5"
"993825001022337024","leg_follower","0","0","8"
"990431296840175616","leg_follower","0","0","15"
"968328226278912001","leg_follower","0","0","10"
"948622074960072704","leg_follower","0","0","16"
"1001623294305484800","leg_follower","0","0","8"
"956894395076358146","leg_follower","0","0","12"
"971571405220405249","leg_follower","0","0","8"
"982616619636723712","leg_follower","0","0","12"
"951230502530363393","leg_follower","0","0","19"
"1002693515732631552","leg_follower","0","0","5"
"988421397734219782","leg_follower","0","0","11"
"970507915827339264","leg_follower","0","0","18"
"965702786154483712","leg_follower","0","0","8"
"993386505640038400","leg_follower","0","0","11"
"975102733182173184","leg_follower","0","0","11"
"974447107053670401","leg_follower","0","0","18"
"978081326094938112","leg_follower","0","0","13"
"951845484435517440","leg_follower","0","0","11"
"981947696780070912","leg_follower","0","0","6"
"968627067142078464","leg_follower","0","0","8"
"974787555001421824","leg_follower","0","0","4"
"998255624696750081","leg_follower","20","2002","17"
"993462193206083584","leg_follower","0","0","22"
"958044788405698560","leg_follower","20","2002","10"
"955464542636605440","leg_follower","0","0","8"
"1002009366566920192","leg_follower","0","0","16"
"973491613300387841","leg_follower","0","0","4"
"977302515707531264","leg_follower","0","0","4"
"970168245859815425","leg_follower","0","0","17"
"1000570263589699585","leg_follower","0","0","4"
"958036453505683456","leg_follower","0","0","8"
"978260414671724550","leg_follower","0","0","6"
"955340221389959168","leg_follower","0","0","5"
"984111199351521282","leg_follower","0","0","10"
"985714724246642689","leg_follower","0","0","6"
"991371055179681799","leg_follower","25","2502","13"
"966559913798348801","leg_follower","0","0","5"
"993230228653682688","leg_follower","0","0","7"
"977964920187899904","leg_follower","0","0","20"
"984854511515774976","leg_follower","0","0","25"
"967607238096453633","leg_follower","0","0","9"
"969398450478559232","leg_follower","0","0","13"
"948108526748094465","leg_follower","0","0","15"
"972524700063682567","leg_follower","24","2400","12"
"963048525264293889","leg_follower","0","0","17"
"993953376462307328","leg_follower","0","0","4"
"998733718285111297","leg_follower","0","0","5"
"995999140571119616","leg_follower","3","302","9"
"1003497504321646592","leg_follower","0","0","6"
"956241618339860480","leg_follower","0","0","6"
"983029208644505600","leg_follower","0","0","5"
"996898152308453377","leg_follower","20","2002","4"
"979102456150929409","leg_follower","0","0","8"
"996471335202287616","leg_follower","19","1921","18"
"994285070750973953","leg_follower","0","0","7"
"998781525935058944","leg_follower","2","202","19"
"981983819061452800","leg_follower","0","0","15"
"960938008617865217","leg_follower","0","0","7"
"1001856264526290945","leg_follower","0","0","13"
"956719061802496001","leg_follower","0","0","15"
"968742186740305920","leg_follower","0","0","8"
"1002011738890493953","leg_follower","0","0","8"
"949708684409454592","leg_follower","0","0","23"
"1000016091769442304","leg_follower","16","1615","19"
"999744731952316418","leg_follower","0","0","19"
"989051786102231040","leg_follower","0","0","4"
"966046331176288256","leg_follower","0","0","12"
"965964297540132864","leg_follower","0","0","22"
"991703438546305024","leg_follower","0","0","6"
"964276496020967424","leg_follower","0","0","14"
"964670941585395713","leg_follower","20","2002","14"
"997633446938898432","leg_follower","2","208","20"
"965016986228088832","leg_follower","0","0","4"
"951868753716932609","leg_follower","0","0","23"
"967552385139773446","leg_follower","0","0","11"
"955048253719969792","leg_follower","3","398","11"
"949036775560724480","leg_follower","0","0","12"
"989921005932953600","leg_follower","0","0","20"
"989661456936329216","leg_follower","0","0","8"
"966884405770792961","leg_follower","2","202","12"
"994407135365681152","leg_follower","0","0","20"
"985988582623019008","leg_follower","20","2012","24"
"983814398891495425","leg_follower","19","1921","5"
"967211536010932224","leg_follower","0","0","9"
"996103516690178048","leg_follower","2","202","7"
"949226817512247298","leg_follower","0","0","12"
"966428510024798211","leg_follower","20","2012","22"
"981163326888665088","leg_follower","0","0","5"
"989600934710972416","leg_follower","0","0","8"
"968220830789525504","leg_follower","0","0","4"
"981861287645908994","leg_follower","0","0","10"
"975084755317395456","leg_follower","0","0","14"
"982789872825065474","leg_follower","24","2400","6"
"967159315676172289","leg_follower","0","0","30"
"961714434585628673","leg_follower","0","0","4"
"966376445642715136","leg_follower","0","0","15"
"989716241257349120","leg_follower","0","0","6"
"951018341052944385","leg_follower","0","0","15"
"982265139536715777","leg_follower","0","0","6"
"949356034522427393","leg_follower","24","2400","22"
"972098907789459457","leg_follower","0","0","6"
"978820274186579968","leg_follower","0","0","11"
"997118423141363712","leg_follower","15","1502","7"
"996063778826530816","leg_follower","0","0","6"
"957076237167587328","leg_follower","0","0","6"
"994317485791850496","leg_follower","24","2400","14"
"965594351710679042","leg_follower","0","0","11"
"964946564501426177","leg_follower","0","0","13"
"973940310588899328","leg_follower","0","0","23"
"989236557856100352","leg_follower","0","0","19"
"959149760438444034","leg_follower","0","0","11"
"987109063656919040","leg_follower","24","2400","14"
"994723607803781122","leg_follower","20","2005","15"
"974202041638715392","leg_follower","0","0","5"
"967396175920934912","leg_follower","0","0","7"
"9.78694E+17","leg_follower","0","0","17"
"969553722652217349","leg_follower","0","0","19"
"989324068926246912","leg_follower","0","0","11"
"983458681642717187","leg_follower","20","2002","21"
"986309422908518400","leg_follower","0","0","18"
"988151134782214144","leg_follower","25","2502","9"
"979452749267062784","leg_follower","0","0","12"
"973590026452979713","leg_follower","20","2012","15"
"959164175347044352","leg_follower","0","0","17"
"987087859105624065","leg_follower","0","0","21"
"981336022553260034","leg_follower","9","900","18"
"996996330064138242","leg_follower","6","602","22"
"974801428572073985","leg_follower","0","0","6"
"956300009296842752","leg_follower","9","900","6"
"984108691782684673","leg_follower","0","0","29"
"958508697516433408","leg_follower","0","0","19"
"988108666367889414","leg_follower","0","0","10"
"949988411074519041","leg_follower","0","0","10"
"955050033220673536","leg_follower","0","0","17"
"959081579514662912","leg_follower","0","0","24"
"953513437383991297","leg_follower","0","0","7"
"956706076732411904","leg_follower","9","900","22"
"976410433388244992","leg_follower","0","0","10"
"950820882909458432","leg_follower","0","0","15"
"972142384095154176","leg_follower","0","0","23"
"955605543774810113","leg_follower","13","1305","15"
"983393643909103616","leg_follower","17","1709","16"
"962810541101191169","leg_follower","0","0","10"
"953858350151884801","leg_follower","0","0","8"
"981888970312237056","leg_follower","0","0","8"
"973404348763049984","leg_follower","0","0","13"
"979413609309761538","leg_follower","15","1501","22"
"999983050166603777","leg_follower","24","2400","8"
"999545805815074816","leg_follower","0","0","18"
"956893758880206848","leg_follower","0","0","4"
"981888397294813184","leg_follower","0","0","14"
"988963476516294657","leg_follower","6","602","6"
"999372126518890496","leg_follower","0","0","7"
"972523321622396928","leg_follower","0","0","15"
"996803923951456256","leg_follower","0","0","10"
"998131107030855680","leg_follower","0","0","6"
"963961322298802177","leg_follower","0","0","10"
"949163096718958592","leg_follower","0","0","8"
"1003179098586300416","leg_follower","0","0","8"
"993669308168523777","leg_follower","0","0","5"
"972161794591502336","leg_follower","0","0","7"
"971846693854445568","leg_follower","0","0","4"
"953470601544450049","leg_follower","0","0","15"
"1006014853822255109","leg_follower","19","1921","12"
"983337128963858433","leg_follower","0","0","23"
"979836066386542598","leg_follower","0","0","17"
"980429962141343744","leg_follower","20","2003","14"
"970433056300552195","leg_follower","0","0","11"
"1001626874122993664","leg_follower","23","2300","22"
"999888764573896704","leg_follower","6","602","17"
"957453744203075586","leg_follower","0","0","5"
"959505076485271552","leg_follower","20","2002","15"
"984672598251352065","leg_follower","0","0","5"
"962464287464808448","leg_follower","0","0","9"
"973918612246286336","leg_follower","0","0","22"
"987866091539005440","leg_follower","0","0","14"
"993000331725430784","leg_follower","0","0","14"
"999076300496297985","leg_follower","16","1615","9"
"949010911565701125","leg_follower","0","0","9"
"987976667430838273","leg_follower","19","1927","13"
"991709585701388293","leg_follower","0","0","14"
"1003118153847713793","leg_follower","0","0","19"
"961376621872713730","leg_follower","0","0","7"
"967240963935449088","leg_follower","0","0","6"
"966356902149021697","leg_follower","19","1921","11"
"952224295861850112","leg_follower","0","0","7"
"994193062426488833","leg_follower","0","0","21"
"998918758298214400","leg_follower","12","1227","22"
"953483752793141248","leg_follower","0","0","16"
"974358514523975680","leg_follower","0","0","22"
"990367873192333312","leg_follower","0","0","11"
"1001539881628323840","leg_follower","0","0","9"
"977169200518021121","leg_follower","0","0","10"
"987328537773465600","leg_follower","0","0","7"
"977006903707471877","leg_follower","20","2002","18"
"1001473107155185664","leg_follower","24","2400","14"
"990220038820024320","leg_follower","0","0","24"
"976325713694482433","leg_follower","0","0","20"
"969522716100431872","leg_follower","2","202","22"
"994287751796330497","leg_follower","0","0","6"
"981564474631979009","leg_follower","19","1921","22"
"981708122392756224","leg_follower","0","0","9"
"963415194604134401","leg_follower","0","0","10"
"986520998324441088","leg_follower","2","202","13"
"988017949565956098","leg_follower","0","0","12"
"950722297924653057","leg_follower","0","0","28"
"979044943476948993","leg_follower","0","0","7"
"956341498655707136","leg_follower","0","0","6"
"960677414539071490","leg_follower","0","0","14"
"997672518134718464","leg_follower","0","0","8"
"988795700031860741","leg_follower","0","0","6"
"964230926422200321","leg_follower","0","0","6"
"989287602745434112","leg_follower","0","0","20"
"958335424660983808","leg_follower","0","0","11"
"976282721977708544","leg_follower","0","0","21"
"977844843597697024","leg_follower","0","0","4"
"972925292149858304","leg_follower","0","0","7"
"986622927352336384","leg_follower","24","2400","15"
"971486367602618369","leg_follower","0","0","23"
"997326501187080193","leg_follower","0","0","7"
"985650027132420096","leg_follower","0","0","8"
"957401518801473537","leg_follower","2","201","12"
"978735728552239104","leg_follower","0","0","5"
"988938552250642439","leg_follower","0","0","10"
"950426276443037696","leg_follower","0","0","17"
"979741468456763394","leg_follower","0","0","6"
"974420981920903170","leg_follower","0","0","20"
"974437535328948225","leg_follower","25","2500","21"
"987027352021602307","leg_follower","0","0","9"
"990122927793233920","leg_follower","2","201","24"
